City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
474,Berlevag,NO,70.8578,29.0864,35.4,93,75,6.91,light rain
475,Kushmurun,KZ,52.4503,64.6311,36.73,91,100,19.1,overcast clouds
476,Acatic,MX,20.7833,-102.8833,61.32,37,2,0.4,clear sky
477,Broome,US,42.2506,-75.833,67.17,84,100,8.05,overcast clouds
478,Kiruna,SE,67.8557,20.2251,34.72,87,75,11.5,broken clouds
479,Kargopol,RU,61.5071,38.9456,46.2,76,100,11.5,overcast clouds
480,Moron,AR,-34.6534,-58.6198,72.01,74,89,8.43,overcast clouds
481,Avenal,US,36.0041,-120.129,55.54,52,100,2.51,overcast clouds
482,Xai-Xai,MZ,-25.0519,33.6442,72.41,95,73,4.43,broken clouds
483,Kangaatsiaq,GL,68.3065,-53.4641,19.0,92,100,5.68,overcast clouds
484,Tutoia,BR,-2.7619,-42.2744,79.18,79,63,9.33,broken clouds
485,Anzio,IT,41.4853,12.6179,61.0,78,100,3.71,overcast clouds
486,Lodja,CD,-3.4833,23.4333,66.63,100,100,1.54,overcast clouds
487,Aranda De Duero,ES,41.6704,-3.6892,50.13,91,24,13.0,few clouds
488,Bauchi,NG,10.5,10.0,69.06,34,11,3.13,few clouds
489,Banda Aceh,ID,5.5577,95.3222,77.09,88,100,4.09,moderate rain
490,Vestmannaeyjar,IS,63.4427,-20.2734,46.13,88,94,16.87,overcast clouds
491,Rio Grande,BR,-32.035,-52.0986,64.29,92,0,10.11,light rain
492,Thinadhoo,MV,0.5333,72.9333,81.93,76,100,14.85,overcast clouds
493,Limoges,FR,45.75,1.3333,55.96,76,0,3.85,clear sky
494,Qui Nhon,VN,13.7667,109.2333,77.99,82,100,9.73,overcast clouds
495,Ayr,GB,55.4627,-4.6339,53.58,100,75,4.61,broken clouds
496,Rajur,IN,20.1167,78.9167,67.12,66,77,3.2,broken clouds
497,Gandai,IN,21.6667,81.1,67.37,61,100,4.83,overcast clouds
498,Tiznit,MA,29.5833,-9.5,68.04,24,86,10.89,overcast clouds
499,Sulangan,PH,11.1373,123.7228,83.3,77,39,9.89,scattered clouds
500,Rangapara,IN,26.8167,92.65,67.8,68,13,4.12,few clouds
501,Dinar,TR,38.065,30.1656,35.56,68,8,4.47,clear sky
502,Mitsamiouli,KM,-11.3847,43.2844,76.26,80,1,6.73,clear sky
503,Paamiut,GL,61.994,-49.6678,24.89,94,100,15.21,light snow
504,Samana,DO,19.2056,-69.3369,77.36,84,0,6.06,clear sky
505,Limenaria,GR,40.6261,24.5786,56.95,67,87,23.49,overcast clouds
506,Darnah,LY,32.767,22.6367,64.63,67,5,11.43,clear sky
507,Bosaso,SO,11.2842,49.1816,76.93,76,69,3.91,broken clouds
508,Kroya,ID,-7.6331,109.2461,82.04,78,73,3.51,broken clouds
509,Pestravka,RU,52.405,49.9583,39.83,83,100,15.59,overcast clouds
510,Khorinsk,RU,52.1657,109.7726,18.73,80,100,2.1,overcast clouds
511,Inta,RU,66.0317,60.1659,5.81,91,90,5.79,overcast clouds
512,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,44,0,9.22,clear sky
513,Jalu,LY,29.0331,21.5482,65.79,40,100,7.09,overcast clouds
514,Clyde River,CA,70.4692,-68.5914,-10.64,97,67,4.14,broken clouds
515,Douglas,US,41.3,-96.167,25.12,69,100,16.11,overcast clouds
516,Manta,EC,-0.95,-80.7333,69.58,88,75,9.22,broken clouds
517,Oranjestad,AW,12.524,-70.027,79.92,90,77,1.01,broken clouds
518,Toyooka,JP,35.5333,134.8333,70.66,60,0,6.08,clear sky
519,Saltillo,MX,25.4167,-101.0,67.28,26,0,6.38,clear sky
520,Sistranda,NO,63.7256,8.834,49.96,85,81,38.32,broken clouds
521,Mezhdurechensk,RU,53.6942,88.0603,30.56,94,100,7.09,light snow
522,Saint Anthony,US,45.0205,-93.218,30.25,75,100,17.27,overcast clouds
523,Damghan,IR,36.1683,54.348,47.32,43,100,2.28,overcast clouds
524,Aguilas,ES,37.4063,-1.5829,65.41,86,42,8.16,scattered clouds
525,San Buenaventura,MX,27.0833,-101.5333,68.47,56,31,20.87,scattered clouds
526,Loukhi,RU,66.0764,33.0381,35.58,91,78,7.92,broken clouds
527,Karachi,PK,24.9056,67.0822,67.82,83,8,3.44,smoke
528,Acari,PE,-15.4311,-74.6158,68.76,77,58,3.27,broken clouds
529,Prince Rupert,CA,54.3161,-130.3201,33.89,100,20,0.0,mist
530,Mildura,AU,-34.2,142.15,77.09,56,100,12.8,light rain
531,Mazagao,BR,-0.115,-51.2894,75.81,89,5,4.18,clear sky
532,Kabinda,CD,-6.1333,24.4833,64.15,98,100,5.73,light rain
533,Sabang,ID,5.8933,95.3214,79.21,79,100,4.14,overcast clouds
534,Nyurba,RU,63.2842,118.3319,9.16,94,100,9.04,light snow
535,Teya,RU,60.3778,92.6267,22.64,89,100,9.78,overcast clouds
536,Fontanka,UA,46.5626,30.8607,48.54,86,41,6.49,scattered clouds
537,Sabzevar,IR,36.2126,57.6819,51.46,39,91,5.39,overcast clouds
538,Nouadhibou,MR,20.931,-17.0347,69.4,85,0,10.8,clear sky
539,San Jeronimo,PE,-11.9472,-75.2829,52.54,79,65,2.73,broken clouds
540,Miles City,US,46.4083,-105.8406,4.17,92,0,0.0,clear sky
541,Yanam,IN,16.7333,82.2167,79.72,69,99,9.4,overcast clouds
542,Sola,VU,-13.8833,167.55,80.91,77,100,8.9,heavy intensity rain
543,Punta Alta,AR,-38.8759,-62.0736,58.32,85,100,12.55,overcast clouds
544,Lakes Entrance,AU,-37.8811,147.981,62.17,88,100,3.91,overcast clouds
545,Victoria,HK,22.2855,114.1577,79.25,82,72,5.01,broken clouds
546,Misratah,LY,32.3754,15.0925,68.14,65,11,6.62,few clouds
547,Fare,PF,-16.7,-151.0167,78.58,74,94,4.72,light rain
548,Omboue,GA,-1.5746,9.2618,75.63,90,87,5.06,light rain
549,Kaeo,NZ,-35.1,173.7833,68.43,69,50,11.18,scattered clouds
550,Hervey Bay,AU,-25.2986,152.8535,73.6,62,0,9.86,clear sky
551,Cozumel,MX,20.5083,-86.9458,78.08,85,0,4.0,clear sky
552,Kahului,US,20.8947,-156.47,82.42,64,20,19.57,few clouds
553,Kandalaksha,RU,67.162,32.4123,29.1,93,46,2.44,scattered clouds
554,Jumla,NP,29.2747,82.1838,43.39,40,0,2.86,clear sky
555,Waingapu,ID,-9.6567,120.2641,87.48,63,97,8.55,overcast clouds
556,Henties Bay,NA,-22.116,14.2845,57.99,92,0,7.11,clear sky
557,Punto Fijo,VE,11.6956,-70.1996,81.39,81,100,13.58,overcast clouds
558,Mikhaylovka,RU,50.06,43.2379,39.78,95,45,8.28,scattered clouds
559,Caceres,ES,39.522,-6.3748,52.52,93,62,5.99,light rain
560,Poso,ID,-1.3959,120.7524,86.85,63,98,2.62,overcast clouds
561,Tulum,MX,20.2167,-87.4667,75.07,80,0,5.73,clear sky
562,Ola,RU,59.5833,151.2833,3.15,75,0,7.76,clear sky
563,Paka,MY,4.6374,103.4368,76.37,82,100,4.65,moderate rain
564,Fortuna,US,40.5982,-124.1573,49.35,96,100,5.99,overcast clouds
565,Dong Xoai,VN,11.5333,106.9167,82.33,68,57,3.22,broken clouds
566,Kudahuvadhoo,MV,2.6708,72.8944,80.4,79,100,13.96,overcast clouds
567,Maceio,BR,-9.6658,-35.7353,76.44,94,20,4.61,few clouds
568,Nieuwpoort,BE,51.1244,2.7735,45.45,97,48,4.61,mist
569,Tessaoua,NE,13.7574,7.9874,73.51,25,0,8.86,clear sky
570,Khasan,RU,42.4308,130.6434,53.53,81,100,3.38,overcast clouds
571,Victor Harbor,AU,-35.5667,138.6167,62.67,93,100,10.63,moderate rain
572,Zaragoza,ES,41.6561,-0.8773,56.01,85,20,4.61,few clouds
573,Saint-Pierre,RE,-21.3393,55.4781,77.58,60,20,5.75,few clouds
574,Cherskiy,RU,68.75,161.3,-22.31,99,99,1.21,overcast clouds
575,Oktyabrskoye,RU,43.0645,44.7417,23.14,100,0,4.47,clear sky
576,Moose Factory,CA,51.2585,-80.6094,30.18,69,100,13.8,overcast clouds
577,Kenora,CA,49.8167,-94.4337,16.05,92,89,7.96,overcast clouds
578,Almaznyy,RU,48.0448,40.045,37.17,90,4,2.42,clear sky
579,Hami,CN,42.8,93.45,37.44,35,0,1.68,clear sky
580,Atasu,KZ,48.6814,71.6433,25.97,86,100,16.06,overcast clouds
581,Kuytun,RU,54.3419,101.5036,22.59,64,87,4.14,overcast clouds
582,Calabozo,VE,8.9242,-67.4293,75.15,92,92,4.9,overcast clouds
583,Roald,NO,62.5833,6.1333,55.76,87,75,24.16,drizzle
584,Beyneu,KZ,45.3167,55.2,38.23,80,1,7.25,clear sky
585,San Miguelito,PA,9.0333,-79.5,78.24,86,20,3.44,few clouds
586,Labrea,BR,-7.2586,-64.7981,73.33,99,100,3.29,overcast clouds
587,Yushala,RU,57.0761,64.2601,35.53,100,100,7.29,light rain
588,Sonoita,MX,31.85,-112.8333,61.14,26,100,7.09,overcast clouds
589,Uruacu,BR,-14.5247,-49.1408,71.78,80,78,3.71,broken clouds
590,Nieuw Amsterdam,SR,5.8833,-55.0833,77.16,93,75,6.44,broken clouds
591,Zhezkazgan,KZ,47.8043,67.7144,26.58,86,75,13.42,broken clouds
592,Jambi,ID,-1.6,103.6167,80.11,86,99,2.44,overcast clouds
593,Mizque,BO,-17.941,-65.3402,63.95,74,17,3.15,few clouds
594,Libin,BE,49.9833,5.2833,38.82,87,21,4.54,few clouds
595,Buinsk,RU,54.95,48.2833,42.3,90,100,15.52,overcast clouds
596,Channel-Port Aux Basques,CA,47.5702,-59.1367,40.55,69,100,5.88,overcast clouds
597,Bud,US,39.447,-86.1758,45.32,63,36,13.85,scattered clouds
598,Khash,IR,28.2211,61.2158,56.53,39,84,2.55,broken clouds
599,Majene,ID,-3.5403,118.9707,85.91,66,100,1.83,overcast clouds
600,Sainte-Julienne,CA,45.9668,-73.7159,59.02,99,100,6.11,overcast clouds
601,Lao Cai,VN,22.4833,103.95,78.39,62,43,1.48,scattered clouds
602,Shaunavon,CA,49.6501,-108.4181,6.19,92,6,6.17,clear sky
603,Qena,EG,26.1615,32.7183,63.52,56,0,5.37,clear sky
604,Albacete,ES,38.8333,-2.0,52.18,100,75,2.3,broken clouds
605,Seydi,TM,39.4816,62.9137,38.43,60,5,8.32,clear sky
606,Bauru,BR,-22.3147,-49.0606,67.82,82,100,1.99,overcast clouds
607,Tilichiki,RU,60.4667,166.1,16.99,86,100,8.72,overcast clouds
608,Akureyri,IS,65.6835,-18.0878,36.99,99,100,1.68,overcast clouds
609,Srinivaspur,IN,13.3333,78.2167,67.78,98,100,8.57,moderate rain
610,Olafsvik,IS,64.8945,-23.7142,42.01,92,100,13.62,overcast clouds
611,Antofagasta,CL,-23.65,-70.4,60.08,75,37,6.2,scattered clouds
612,Visby,SE,57.6409,18.296,55.06,87,6,21.85,clear sky
613,Yar-Sale,RU,66.8333,70.8333,-0.54,99,92,9.89,overcast clouds
614,Eravur,LK,7.7733,81.6095,77.67,86,98,5.75,overcast clouds
615,Santa Cruz,BO,-17.8,-63.1667,80.06,65,40,13.8,scattered clouds
616,Porto Velho,BR,-8.7619,-63.9039,73.45,94,0,2.3,clear sky
617,Evans,US,33.5337,-82.1307,67.5,97,100,5.75,overcast clouds
618,Nehe,CN,48.4833,124.8333,28.74,53,100,8.25,overcast clouds
619,Goderich,CA,43.7501,-81.7165,50.92,91,100,19.62,overcast clouds
620,Kaliwungu,ID,-6.9615,110.2531,85.95,74,20,2.3,few clouds
621,Umm Kaddadah,SD,13.6017,26.6876,68.67,27,100,12.97,overcast clouds
622,Bend,US,44.0582,-121.3153,36.25,76,0,3.44,clear sky
623,Calama,CL,-22.4667,-68.9333,50.49,11,0,4.61,clear sky
624,Igrim,RU,63.1906,64.4162,17.26,93,98,8.48,overcast clouds
625,Port Moresby,PG,-9.4431,147.1797,86.49,64,100,13.18,overcast clouds
626,Tucuma,BR,-0.1833,-50.05,77.49,87,6,5.97,clear sky
627,Boda,CF,4.3189,17.4695,68.32,97,100,2.33,overcast clouds
628,Tivaouane,SN,14.9515,-16.8129,75.54,73,71,7.94,broken clouds
629,Xiaoweizhai,CN,26.1903,107.5125,67.62,74,100,4.81,overcast clouds
630,Noyabrsk,RU,63.1994,75.4507,25.7,97,100,9.73,light snow
631,Tambovka,RU,50.0969,128.0489,17.31,88,55,6.67,broken clouds
632,Half Moon Bay,US,37.4636,-122.4286,55.9,77,0,11.5,clear sky
633,Yakeshi,CN,49.2833,120.7333,15.78,77,5,3.58,clear sky
634,Sinnamary,GF,5.3833,-52.95,78.3,88,45,5.39,scattered clouds
635,Dingle,PH,10.9995,122.6711,84.43,78,100,11.59,overcast clouds
636,Lompoc,US,34.6391,-120.4579,57.34,86,0,0.0,clear sky
637,Alto Araguaia,BR,-17.3147,-53.2153,69.6,84,100,4.43,light rain
638,Yeppoon,AU,-23.1333,150.7333,83.98,50,0,9.48,clear sky
639,Makakilo City,US,21.3469,-158.0858,79.12,54,40,16.11,scattered clouds
640,Natividade,BR,-21.0422,-41.9733,71.17,97,87,1.74,moderate rain
641,Tanda,IN,26.55,82.65,65.21,61,0,5.95,clear sky
642,Hulan,CN,45.9833,126.6,30.58,80,100,12.39,snow
643,Kamenka,RU,51.3223,42.7678,40.21,89,100,11.56,overcast clouds
644,Villazon,BO,-22.0866,-65.5942,51.8,42,7,4.85,clear sky
645,Yushan,CN,31.3776,120.9543,75.09,66,18,7.29,few clouds
646,Santa Fe,AR,-31.6333,-60.7,79.0,55,35,7.0,light rain
647,Shellbrook,CA,53.2168,-106.4011,-6.79,100,26,4.56,scattered clouds
648,Odweyne,SO,9.4092,45.064,68.76,70,6,7.36,clear sky
649,Wanning,CN,18.8003,110.3967,76.3,81,100,7.81,overcast clouds
650,Anamur,TR,36.0751,32.8369,65.05,47,0,6.98,clear sky
651,General Roca,AR,-39.0333,-67.5833,61.75,58,100,16.51,light rain
652,Touros,BR,-5.1989,-35.4608,78.19,73,48,12.01,scattered clouds
653,Dicabisagan,PH,17.0818,122.4157,84.7,72,14,7.11,few clouds
654,Caravelas,BR,-17.7125,-39.2481,74.61,85,100,6.71,overcast clouds
655,Beberibe,BR,-4.1797,-38.1306,78.15,76,58,11.05,broken clouds
656,Aasiaat,GL,68.7098,-52.8699,13.19,93,100,4.16,overcast clouds
657,Mayskiy,RU,47.6931,40.1025,42.21,91,9,1.48,clear sky
658,Manaure,CO,11.7751,-72.4445,80.37,83,100,10.83,overcast clouds
659,The Valley,AI,18.217,-63.0578,80.46,73,0,15.61,clear sky
660,Chicama,PE,-7.8447,-79.1469,61.34,83,28,6.62,scattered clouds
661,Payakumbuh,ID,-0.2202,100.6308,73.4,94,100,1.32,overcast clouds
662,Sangar,RU,63.9242,127.4739,-18.85,99,95,0.72,overcast clouds
663,Oksfjord,NO,70.2396,22.3479,37.58,90,96,3.62,overcast clouds
664,Pailon,BO,-17.65,-62.75,81.5,49,78,10.87,broken clouds
665,Amarante Do Maranhao,BR,-5.5667,-46.7422,71.89,94,18,2.46,few clouds
666,Kitimat,CA,54.0524,-128.6534,38.23,99,100,1.3,overcast clouds
667,Repcelak,HU,47.4211,17.018,35.65,71,100,3.76,overcast clouds
668,Fermo,IT,43.1647,13.7233,55.45,81,100,10.67,overcast clouds
669,Pandan,PH,14.0453,124.1694,84.9,75,100,9.06,overcast clouds
670,Tura,IN,25.5198,90.2201,70.07,75,28,1.99,scattered clouds
671,Chara,RU,56.9064,118.2631,11.14,70,24,2.37,few clouds
672,Port Hedland,AU,-20.3167,118.5667,89.65,29,0,10.36,clear sky
673,Sebring,US,27.4956,-81.4409,71.89,92,66,5.12,broken clouds
674,Iroquois Falls,CA,48.7669,-80.6831,27.03,96,100,7.2,snow
675,Saba,HN,15.4667,-86.25,68.36,97,49,2.37,scattered clouds
676,Ingham,US,42.6,-84.3833,44.55,75,100,13.8,overcast clouds
677,Mercedes,AR,-34.6515,-59.4307,70.65,81,95,11.41,overcast clouds
678,Olkhovka,RU,53.2115,60.6069,36.14,87,100,21.85,overcast clouds
679,La Ronge,CA,55.1001,-105.2842,12.0,90,49,11.01,scattered clouds
680,Riyadh,SA,24.6877,46.7219,68.14,33,14,7.92,few clouds
681,Upata,VE,8.0086,-62.3989,75.2,96,91,3.53,overcast clouds
682,Kiunga,PG,-6.1219,141.2906,90.84,53,90,3.53,overcast clouds
683,Inhapi,BR,-9.2214,-37.7486,73.49,84,7,8.01,light rain
684,Aksarka,RU,66.5606,67.7975,-1.86,95,33,12.91,scattered clouds
685,Tayshet,RU,55.9342,98.0044,26.85,79,78,8.79,broken clouds
686,Charters Towers,AU,-20.1,146.2667,90.16,30,0,10.47,clear sky
687,Pemba,MZ,-12.974,40.5178,75.7,84,6,6.13,clear sky
688,Chatellerault,FR,46.8,0.5333,47.12,89,100,6.46,overcast clouds
689,Namie,JP,37.4833,141.0,69.98,57,1,1.01,clear sky
690,Semnan,IR,35.5729,53.3971,50.02,42,100,3.33,overcast clouds
691,Simbahan,PH,6.3032,120.5836,83.05,72,80,2.26,broken clouds
692,Salalah,OM,17.0151,54.0924,77.09,61,0,4.61,clear sky
693,Namatanai,PG,-3.6667,152.4333,83.23,74,100,6.73,light rain
694,Krutinka,RU,56.0055,71.5113,34.41,99,100,13.69,light snow
695,Russell,US,32.3502,-85.1999,67.96,88,100,0.0,overcast clouds
696,Outjo,NA,-20.1167,16.15,58.1,42,29,6.2,scattered clouds
697,Masallatah,LY,32.6167,14.0,62.83,77,7,2.53,clear sky
698,Bismarck,US,46.8083,-100.7837,4.84,85,20,5.75,few clouds
699,Penzance,GB,50.1186,-5.5371,54.28,91,2,15.35,clear sky
700,Fort Nelson,CA,58.8053,-122.7002,12.9,97,38,2.8,scattered clouds
701,Sinop,TR,41.7711,34.8709,44.22,88,6,4.81,clear sky
702,Noumea,NC,-22.2763,166.4572,82.38,78,83,15.79,broken clouds
703,Sovetskiy,RU,61.3614,63.5842,17.67,95,71,7.23,broken clouds
704,Nachingwea,TZ,-10.3833,38.7667,68.59,91,48,3.38,scattered clouds
705,Asau,RO,46.4333,26.4,34.72,81,8,3.74,clear sky
706,Andenes,NO,69.3143,16.1194,35.92,93,100,4.61,light snow
707,Maldonado,UY,-34.6667,-54.9167,63.79,94,48,8.28,scattered clouds
708,Otradnoye,RU,59.7775,30.8181,53.65,92,100,11.34,overcast clouds
709,Cariacica,BR,-20.2639,-40.42,75.38,87,100,3.47,moderate rain
710,Dryden,CA,49.7833,-92.7503,17.89,86,100,12.66,overcast clouds
711,Smithers,CA,54.7804,-127.1743,21.52,100,75,0.0,broken clouds
712,Bodden Town,KY,19.2833,-81.25,81.0,75,0,8.68,clear sky
